ID,IMDB_ID,Budget,Production Companies,Production Countries,Revenue,Runtime,Director
947404,,0,['Menuetto'],[],0,15,Lai Kin Chang
947408,,260,['Le Big Mac Cinema'],[],0,42,Rohithh Dhruvan
947440,,0,"['Électron Libre Productions', 'France Télévisions', 'Radio France']",['France'],0,0,Tristan Carné
947442,tt19265288,0,['Iskra'],['France'],0,98,Raphaël Girardot
947443,,0,[],[],0,0,Anouk Acker
947444,,0,[],[],0,0,Pierre Dubois
947447,tt11287860,0,[],[],0,79,Alejandro Cozza
947451,tt18885042,0,['DIWA Film GmbH'],['Germany'],0,90,Daniel Harrich
947454,,0,[],['China'],0,70,Kevin Huang
947480,tt16278206,0,[],[],0,86,Dimitar Petkov
947483,tt15049180,0,[],['Bulgaria'],24000,0,Niki Iliev
947497,tt15400094,0,['Spirit House Production'],['Bulgaria'],0,0,Martin Makariev
947499,tt18277402,0,[],[],0,13,Ferrán Navarro-Beltrán
947500,,0,"['Les films du huitième jour', 'LSD Films', 'Planète+ Crime Investigation']",['France'],0,0,Maud Vazquez
947507,tt21212718,0,['Qvisten Animation'],['Norway'],0,80,Rasmus A. Sivertsen
947514,tt18259846,0,"['M Pictures', 'Kongkiat Production']",['Thailand'],0,113,Lertsiri Boonmee
947522,tt26270673,0,"['Kvikumyndun Films', 'Helluland']",['Iceland'],0,18,Oddur Sigþór Hilmarsson
947538,tt8068314,387000,['Lemendu'],['Spain'],0,77,Antonio Palacios
947549,tt4264554,0,"['Je suis bien content', 'Left Field Ventures', 'PM', 'Ciné+']","['Belgium', 'France']",0,74,Véra Belmont
947552,,0,[],['United Kingdom'],0,46,David Johnson
947556,,0,[],"['Chile', 'Hong Kong']",0,10,Antonia Monserrat Olivares
947569,tt14636024,0,"['UGC', 'Les Films du 24', 'Les Films du Premier', 'Les Films du printemps', 'France 3 Cinéma']",['France'],0,91,Luc Bricault
947590,tt18260116,0,"['Nord-Ouest Films', 'Artémis Productions', ""Les Productions du Ch'timi"", 'Studio O', 'Musée du Louvre', 'Les Films Pelléas']","['Belgium', 'France']",0,82,Michel Ocelot
947594,tt22816360,0,['Le Couvoir (FR)'],['France'],0,110,Dominique Rocher
947604,,0,['Microwaved Chicken Productions'],['United Kingdom'],0,6,Sam Parkinson
947605,,0,[],"['Lebanon', 'United States of America']",0,20,Yara El Murr
947612,tt10503988,0,['Gravitas Ventures'],['United States of America'],0,81,Jon Abrahams
947684,tt18955356,2500,['Off The Record'],['Spain'],0,15,Javier López
947686,,0,[],"['Belgium', 'France', 'Germany', 'Norway', 'United States of America']",0,69,Samuel Starck Sjøen
947702,tt16023832,0,[],['Poland'],0,117,Krzysztof Lang
947704,tt19713112,0,"['Vivement lundi !', 'Nadasdy Film', 'Les Films du Nord', 'Artémis Productions', 'La Boîte, ... Productions']","['Belgium', 'France', 'Switzerland']",0,65,Arnaud Demuynck
947710,,0,[],['China'],0,0,Bu Yixian
947715,,0,[],['Netherlands'],0,5,Tattoo van Waveren
947730,tt19859062,0,[],['United States of America'],0,67,J. Michael Long
947758,tt19798520,0,['Bangumi'],['France'],0,56,Nicolas Fresco
947760,,0,[],['Germany'],0,0,Eva Berger
947771,,0,[],[],0,8,Andrew Valianti
947775,tt18259430,5000,['Headless Eyes Claymation'],['United States of America'],0,88,Brewce Longo
947776,,0,[],[],0,93,Li Yihao
947781,tt18283294,0,[],[],0,21,Timothy Allsop
947797,,0,[],[],0,15,Kyle Mangione-Smith
947799,,0,[],['Philippines'],0,7,Ara Mina Amor
947805,,0,['La Sandía Digital'],['Mexico'],0,21,Sofía Aguilar
947810,,0,"['Slugger Pictures', 'Belmont University']",['United States of America'],0,15,Cole Mandras
947826,tt15281286,0,['Peach Jam Pictures'],['United States of America'],0,14,Jono Mitchell
947861,,0,[],[],0,0,Paolo Geremei
947879,tt14720120,0,[],[],0,0,Megan Swertlow
947890,tt14134154,0,[],[],0,101,Lê Văn Kiệt
947902,tt15719344,7000,['Sloan Turner'],['United States of America'],0,8,Sloan Turner
947917,,0,"['Zadig Productions', 'Public Sénat']",['France'],0,0,Mathieu Weschler
947919,,0,"['P92', 'PC Music']",[],0,15,Jordan I. Cardoso
947921,,0,['AB Productions'],['France'],0,0,Natacha Giler
947926,,0,[],[],0,5,
947938,tt18526902,0,['SkyFrame'],"['Germany', 'Iran', 'Russia', 'Turkey']",0,90,Mohammad Kheyrandish
947941,,0,[],[],0,7,Gisela Mulindwa
947942,,0,[],[],0,4,Lé Buffard
947946,,0,[],[],0,5,Faust Lust Smiatek
947950,,0,[],[],0,58,Svetla Tsotsorkova
947956,,0,[],[],0,75,Paz Regueiro
947957,,1000,[],['Spain'],0,0,Santiago Witthoeft
947962,tt20673642,0,['Vertigo Productions'],['France'],0,109,Varante Soudjian
947970,,0,[],['Argentina'],0,66,Fermín Rivera
947975,,0,[],['France'],0,0,Max Lang
947977,,0,[],['France'],0,0,Max Lang
947978,,0,[],['France'],0,0,Johannes Weiland
947979,,0,[],['France'],0,0,Sean Mullen
947987,tt18396082,0,"['Moon Man', 'Final Cut for Real', 'Tangerine Tree', 'Ukrainian State Film Agency', 'Det Danske Filminstitut', 'Netherlands Fund for Film', 'IDFA Bertha Fund', 'Visions Sud Est']","['Denmark', 'Netherlands', 'Ukraine']",0,79,Olha Zhurba
948027,,4,[],['Argentina'],2,3,Jacinto Montero Mendoza
948031,tt19369464,0,"['V-Film', 'Zamkinos Film']",['Turkey'],0,104,Soner Caner
948036,tt20225228,0,['Magneto Presse'],[],0,63,Ovidie
948037,tt18688184,0,"['Buffalo Films', 'Tieless Media']",['Argentina'],0,101,Sebastián De Caro
948040,tt20225310,0,[],[],0,74,Panagiotis Evangelidis
948045,,0,[],[],0,19,Patryk Terelak
948051,tt19863180,0,[],[],0,105,
948066,,0,['Giungla Collective'],['Italy'],0,0,Giovanni Merlini
948082,,0,['Funeral Filmes'],[],0,20,Pedro Valle
948084,tt18224678,0,['Patagonia'],[],0,103,Stacy Peralta
948092,tt15360202,0,['Vigor Mortis'],['Brazil'],0,101,Paulo Biscaia Filho
948094,,0,[],[],0,60,David Barnard
948096,,0,[],[],0,17,Damon Gameau
948104,tt20197650,0,[],[],0,31,Arindam Sil
948115,,0,[],['Russia'],0,71,Vasily Popov
948116,tt13155426,0,"['ARD', 'SWR']",['Germany'],0,93,Isabel Kleefeld
948144,tt18555324,0,[],[],0,0,Jacob Saenger
948146,tt18560838,0,['NIHIL NOCTEM \u200bFILMS'],['United States of America'],0,8,Izzy Lee
948163,tt9672824,0,"['Fullum Films Studios', 'MeniThings Productions', 'Empress Road Pictures']","['Canada', 'United States of America']",0,81,Aristomenis Tsirbas
948190,tt19799504,0,"['CJ HK Entertainment', 'Thu Trang Entertainment']",[],0,113,Võ Thanh Hòa
948194,tt15071386,0,['Sebastian Films Unlimited'],['United States of America'],0,16,Kyle Coffman
948197,tt20602294,0,['TS Productions'],['France'],0,37,Romain Cogitore
948202,tt18569630,300,['Cinema Cryptid'],[],0,13,Joshua Zimmermann
948203,tt18470100,0,['3B-Produktion'],['Germany'],0,53,Linn Sackarnd
948204,tt18549562,0,[],['Germany'],0,89,Chiara Sambucchi
948212,tt11743152,0,['Wishing Well Entertainment'],[],0,94,Raphael Sbarge
948248,,1700,['HEAD - Genève'],['Switzerland'],0,17,Nathan Clement
948249,,0,[],"['Netherlands', 'United Kingdom']",0,13,Lizzy Deacon
948251,,0,[],['Taiwan'],0,85,Su Ming-Yen
948252,tt21254976,0,['Kyiv National University of culture and arts'],['Ukraine'],0,12,Oleksandr Hoisan
948257,,0,[],[],0,4,Cristina Álvarez López
948261,tt19631404,0,['Pathé Live'],[],0,106,Éric Hannezo
948263,,0,['NHK'],['Japan'],0,45,
948276,tt14465706,0,"['Nolita', 'Versus Production', 'Inoxy Films']","['Belgium', 'France']",0,98,Guillaume Pierret
948278,tt18554980,0,['Northern Pictures'],[],0,58,Helena Brooks
948308,,0,[],['United States of America'],0,4,Sam Taylor
948333,tt11005128,0,"['Tea Shop & Film Company', 'Signature Films', 'Capstone Studios']","['United Kingdom', 'United States of America']",42195,90,Kate Cox
948337,tt14674728,0,[],[],0,105,Beautie Masvaure
948358,,0,"['Major Label Video', 'Evasion en Vidéo', 'Via 93']",['France'],0,0,Alain Tyr
948362,,0,['Canal+'],['France'],0,0,Dominique Sidiropoulos
948401,tt18562064,0,[],[],0,36,Khairy Beshara
948411,,0,[],[],0,90,Roohollah Sadighi
948413,tt16951398,0,[],['Canada'],0,11,Fernando Dalayoan
948455,tt18291730,0,[],[],0,5,Blake Ridder
948467,tt14349978,0,[],[],0,18,Nathan Schiele
948498,tt15721024,0,['20th Digital Studio'],"['Canada', 'United States of America']",0,3,Kelly Fyffe-Marshall
948512,,0,['Mediaset España'],['Spain'],0,0,
948514,,0,[],['Netherlands'],0,55,
948530,,0,['ARTE'],"['Germany', 'Ireland']",0,0,Tim Evers
948575,tt20418412,0,[],[],0,0,
948577,,7,[],[],0,7,Francisco Santos
948605,,0,['CSC'],[],0,13,Federico Fadiga
948628,,0,[],['South Korea'],0,75,Kim Tae-gyu
948632,,0,[],['South Korea'],0,65,Park Seon-ho-II
948635,,0,[],['South Korea'],0,68,Sun-Woo Young
948640,,0,[],['South Korea'],0,87,Lee Si-young
948648,tt21928282,0,[],[],0,97,Annette Ernst
948657,,0,[],['Thailand'],0,47,Aim-ei Polpitak
948658,,0,['Andscape'],[],0,33,Mo McRae
948662,,0,[],[],0,10,
948700,,0,[],[],0,58,
948707,tt15094522,0,"['NEST Studios', 'Calavera Media']",[],0,35,Marcus Cisneros
948709,,0,[],['United States of America'],0,10,Eugenia Renteria
948712,tt17799796,0,[],['France'],0,85,Vincent Kelner
948715,tt20249066,0,"['Massive Productions', '2|35']",['Greece'],0,0,Stavros Psyllakis
948719,tt15248456,0,[],['India'],0,0,Amar Hundal
948720,,0,[],"['Mexico', 'United States of America']",0,82,Shelly Errington
948722,tt14108044,0,[],"['Mexico', 'United States of America']",0,30,Heriberto Ventura
948731,,0,[],[],0,303,
948737,tt16182676,0,"['Producciones Singulares', 'Canal Sur']",['Spain'],0,92,Remedios Malvárez
948738,,0,[],[],0,314,
948780,tt19360566,0,[],"['Bahamas', 'United Kingdom']",0,18,Rhea Storr
948783,,0,[],"['Denmark', 'Greenland']",0,12,Tinne Zenner
948787,tt15929030,0,[],['Denmark'],0,17,Lotte Nielsen
948788,tt27202031,0,['House of Real'],['Denmark'],0,29,Jakob Pagel Andersen
948791,,0,[],['Denmark'],0,9,Emma Ishøy
948797,tt14939384,0,['The Cartel'],['United States of America'],0,85,Brittany Underwood
948801,tt18377296,0,['Johnson Production Group'],"['Canada', 'United States of America']",0,85,Sam Fichtner
948803,,0,[],[],0,12,Emilio Rodríguez
948805,,0,['Passenger Film Studio'],['Russia'],0,90,Elena Demidova
948809,tt4022132,0,['Cinebeat'],['Chile'],0,0,Rodrigo González Larrondo
948810,,0,[],['Russia'],0,61,Alla Terekhova
948821,,0,['Tres al cubo'],['Argentina'],0,90,Fernando Dachdje
948835,,0,"['Humara Medialabs', 'Folk House Cinema']",['India'],0,95,Shishir Jha
948839,,0,[],[],0,12,Sabina Maselli
948853,,0,[],['China'],0,79,
948860,,0,['SineSibol'],['Philippines'],0,10,Kaloy Cabarrubias
948922,,0,[],[],0,0,
948941,,0,[],[],0,0,
948971,,0,['KSJD Broadcasting'],['United States of America'],0,4,Jared Dante Wangenstein
948995,,0,[],['Germany'],0,50,Yury Veksler
949000,tt20199286,0,"['Lofty Sky Pictures', 'Téléfilm Canada']",['Canada'],0,86,Jason Loftus
949005,,0,"['Anemon Productions', 'Greek Film Centre']",['Greece'],0,77,Lucas Paleocrassas
949006,tt13498862,0,"['Gusano Films', 'Indi Film', 'TV3']","['Finland', 'Germany', 'Spain', 'Switzerland', 'United States of America']",0,80,Anna Giralt Gris
949016,tt11719504,0,"['Red Lion', 'joli rideau media']",['Luxembourg'],0,78,Fabrizio Maltese
949021,tt18267086,0,['StudioBauhaus'],['Greece'],0,49,Orfeas Peretzis
949025,tt18930516,0,['Moviementa Productions'],['Greece'],0,57,Aris Chatzistefanou
949041,tt17060716,0,"['ARTE', 'ARTE GEIE', 'ORF', 'Les Films du Losange', 'Cinétévé']","['Austria', 'France']",0,52,Marie-Ève de Grave
949046,tt18564268,0,"['CME Summer Productions', 'Champlain Media', 'Reel One Entertainment']","['Canada', 'United States of America']",0,90,Graeme Campbell
949053,tt21799500,0,"['Paradis Films', 'France 3']",['France'],0,91,Nicolas Picard
949065,,0,[],['Philippines'],0,13,Christopher Q. Gozum
949068,,0,['Truthstream Media'],['United States of America'],0,72,Melissa Dykes
949089,,0,[],[],0,0,Sanjoy Somadder
949102,tt18080516,0,[],[],0,0,Li Haoling
949107,,0,[],['China'],0,97,Jie Chen
949135,,0,['Kino-Art'],['Russia'],0,52,Tatyana Soboleva
949144,,0,[],['France'],0,0,Denis Poracchia
949153,tt19798294,0,[],['France'],0,80,Nathalie Vannereau
949167,,0,"['Gata Maior Filmes', 'QTV Selo', 'Aruac Filmes']",['Brazil'],0,15,Rodrigo Ribeiro-Andrade
949174,,0,[],[],0,22,Tom Botwid
949181,,0,[],[],0,17,Karim Morel
949185,tt18228534,0,['Les Films Qui Causent'],['France'],0,72,Adnane Tragha
949187,,0,[],[],0,0,Luke Fowler
949207,,0,[],[],0,245,
949218,tt18327658,0,"['Tiki Pictures', 'BH5', 'Elefantec Global']",['Chile'],0,105,Gabriela Sobarzo
949222,tt18377314,0,['Ceneca Producciones'],['Chile'],0,77,Matías Bize
949227,,0,[],['Brazil'],0,0,Julia Ferraz
949230,,0,['Koi Cine'],['Chile'],0,73,Paloma Larraín
949251,,0,['An After Party'],['United States of America'],0,17,Aniello De Angelis
949267,,0,[],[],0,0,
949269,,0,[],[],0,0,
949273,,7,['TacoTales Movies'],['United States of America'],1,50,Lucas DeLuca
949307,tt17013980,2000,[],[],0,12,Philip Thompson
949308,,0,[],['Egypt'],0,8,Youssef Mousa
949310,,0,[],[],0,74,Masha Novikova
949311,,0,[],[],0,76,Ella Manzheeva
949315,,0,[],['Russia'],0,18,Zakhar Khasanov
949319,,0,['Sleigher Studios'],['United States of America'],0,15,Noah Brown
949320,,0,[],[],0,60,Tatiana Peresunko
949321,,0,[],[],0,32,Sofia Lipatova
949322,,0,[],[],0,25,Sophia Moroz
949325,,0,[],[],0,33,Polina Melnik
949327,,0,[],[],0,20,Anastasia Serdyuk
949328,,0,[],[],0,44,
949332,,0,[],[],0,20,Valeria Pererva
949340,,0,[],['Philippines'],0,7,Zyrah Abejuela
949346,tt18411542,0,[],[],0,80,Miki Mistrati
949347,,0,[],['China'],0,100,An Hao
949360,tt15676802,0,"['High School Junkies', 'Harindu Gunawardena Pictures']",['Sri Lanka'],0,35,Akash Sunethkumara
949379,tt15538398,0,[],['Poland'],0,120,Michał Rogalski
949384,tt17678788,0,['Hann Media'],['Turkey'],0,0,Murat Toktamışoğlu
949414,tt21840128,2750,['Falch Arts'],['Iran'],0,23,Amirhossein Kalateh
949423,tt18925334,1000000,"['A24', 'Little Lamb Productions']",['United States of America'],9423445,102,Ti West
949425,tt19113362,0,"['ABC Studios', 'George Stephanopoulos Productions', 'ABC News', 'ABC News Studios']",['United States of America'],0,54,George Stephanopoulos
949449,,0,[],[],0,4,Itamar A. C.
949467,tt16432882,0,[],['United States of America'],0,14,Olivia De Camps
949472,,0,[],['United States of America'],0,12,Sarah Jean Williams
949474,,250,['Heiko Digital'],['Mexico'],0,10,Santiago Hernández
949478,,0,['Elara Pictures'],[],0,2,John Paul Lopez
949482,,0,[],['Canada'],0,14,Omolola Rachel Ajao
949507,tt21224496,0,['Legend Pictures'],['Japan'],0,107,Shinji Imaoka
949544,tt12391962,3045,['Stratosphere Entertainment'],['United States of America'],0,74,Donald Farmer
949559,,880,['Barra3 Filmes'],['Brazil'],0,12,Gabriela Queiroz
949563,,0,[],['Canada'],0,2,Harvey Juan
949565,tt11834966,0,[],[],0,108,Russ Fulmore
949567,tt11959452,0,[],[],0,75,Jason Parker
949568,tt18567516,0,"['Firecracker Scotland', 'Little Dooley Productions', 'BBC']",[],0,58,Madeleine Henri
949573,tt17338872,0,['ScreenDog Productions'],[],0,82,Alana McVerry
949580,tt19316654,0,"['WildBrain Studios', 'Charles M. Schulz Creative Associates']","['Canada', 'United States of America']",0,38,Raymond S. Persi
949581,tt19866966,0,"['WildBrain Studios', 'Charles M. Schulz Creative Associates']","['Canada', 'United States of America']",0,38,Clay Kaytis
949583,tt18687904,0,['Les Films Hors-Champ'],['Switzerland'],0,87,Antoine Cattin
949587,tt18933570,0,"['ARTE', 'CPB Films']",['France'],0,53,Benoît Felici
949590,tt13535230,0,['Kallal Global Entertainment'],['India'],0,121,Ezhil
949593,,0,['Tencent Penguin Pictures'],['China'],0,83,Kevin Huang
949596,tt19047742,0,[],"['Denmark', 'Sweden']",0,80,Kasper Kiertzner
949600,,0,[],[],0,78,Christian Suhr
949606,tt19844458,0,[],['Sweden'],0,90,Jenifer Malmqvist
949612,tt18351318,0,"['Day For Night Productions', 'Karbe Film GmbH']","['France', 'Germany']",0,81,Lena Karbe
949613,,0,[],[],0,89,Chiara Sambuchi
949614,tt18816200,0,['Dreamer Joint Venture Filmproduction'],['Germany'],0,93,Marc Wiese
949615,,0,[],[],0,110,Sara Sjölin
949616,tt21228512,0,[],[],0,70,Robin Dimet
949618,tt19121678,0,[],['Bulgaria'],0,85,Nikolay Stefanov
949622,tt18569506,0,['Made in Copenhagen'],['Denmark'],0,75,Sanne This
949623,tt19757058,0,[],['Poland'],0,78,Łukasz Kowalski
949626,,0,[],[],0,92,Liam Gillick
949627,,0,[],['China'],0,109,Chenliang Zhu
949630,tt18884592,0,[],['United States of America'],0,10,Nora Stock
949631,,0,[],[],0,37,Lauren Boyle
949633,,0,[],[],0,17,Gudrun Krebitz
949634,tt18228744,0,['tv2 play'],['Denmark'],0,70,Nagieb Khaja
949637,tt18411940,0,['Louisiana Channel'],['Denmark'],0,97,Kasper Bech Dyg
949639,tt19363090,0,[],[],0,64,Enrico Parenti
949640,tt11353050,0,['Mustard Seed Entertainment'],[],0,98,John K.D. Graham
949648,,0,[],[],0,98,Kim Woo-seok
949657,,0,['Bruma Cine'],[],0,16,Esteban Cruz Orozco
949671,tt14216412,0,[],['United Kingdom'],0,13,Steve Exeter
949672,,0,['Toei Tokusatsu Fan Club'],['Japan'],0,5,Ryuta Tazaki
949673,,41,[],[],0,3,Goblin Gang
949678,,0,[],[],0,15,Violette Bellet
949680,,0,[],[],0,43,Elisa Sánchez
949681,,0,[],[],0,14,Baptiste Verrey
949683,,0,['La Fémis'],['France'],0,29,Louis Barthélémy Rousseau
949687,tt20244430,0,['SVF Entertainment'],['India'],0,143,Srijit Mukherji
949693,,0,[],[],0,0,
949697,tt22479478,0,"['FatCat Animation Studio', 'Neramitnung Film']",['Thailand'],0,85,Pakphum Wongjinda
949710,tt12034384,0,[],[],0,93,Jena Serbu
949712,tt18767080,0,"['Fulwell 73', 'Sky Original Productions']",['United Kingdom'],0,96,Carl Hindmarch
949715,tt19042712,0,"['Rai Documentari', 'Ruvido Produzioni', 'Dean Film', 'Surf Film', 'MACT Productions']",['Italy'],0,80,Ricky Tognazzi
949719,,0,[],[],0,71,Julian Vann
949722,,0,"['BFI', 'University of East Anglia']",['United Kingdom'],0,12,Sarah Wood
949723,tt18363094,2000,[],['Ireland'],0,10,
949726,tt12788862,0,[],[],0,0,Brett Kelly
949759,,0,['Giggling Goat Production'],['Montenegro'],0,22,Milorad Milatović
949766,tt13593766,0,[],[],0,0,Thomas J. Churchill
949783,,0,"['BP Film', 'Goldfinch', 'Republic Of Story']",['United Kingdom'],0,12,Victoria Adeola Thomas
949793,tt24706550,0,"['Theatre Royal Bath', 'Birmingham Repertory Theatre']",['United Kingdom'],0,90,Sean Foley
949795,,0,[],[],0,5,
949798,tt18364372,0,"['Elda Productions', 'ARTE']",['France'],0,54,Tamara Erde
949805,,0,[],[],0,16,David Vang Laugesen
949817,,0,['Barra3 Filmes'],['Brazil'],0,14,Amanda Doria
949828,,0,"['DAZN', 'Matchroom Boxing']",[],0,0,
949829,tt13916124,0,['Forte Pictures'],[],0,77,Marcus Mizelle
949840,tt18764674,0,"['LOOKS', 'RBB', 'ARTE', 'WDR']",['Germany'],0,44,Dirk Schneider
949854,,0,[],[],0,22,Themistocles Lambridis
949860,tt26452513,0,[],['Morocco'],0,102,Jamal Belmajdoub
949876,,0,[],[],0,74,Zhang Jingsong
949880,,0,['ZDF'],['Germany'],0,0,Thomas Kronthaler
949881,,0,[],['Colombia'],0,0,Juliana Zuluaga
949886,,0,"['Atopus Studio', 'Hausu Media']",['Mexico'],0,0,Shinpei Takeda
949887,,0,[],['Sri Lanka'],0,18,sadhini weerasekera
949888,tt15033228,0,['Von Anfang Anders Filmproduktion'],['Germany'],0,18,Max Gleschinski
949896,tt12752498,0,[],[],0,106,Tom Huang
949908,tt19781842,0,[],['Canada'],0,222,Raven Simone
949909,tt18750866,0,['MVP Pictures'],['Indonesia'],0,105,Rizal Mantovani
949911,tt16305384,10770,[],['United States of America'],0,11,Karsten Runquist
949913,,0,[],['Germany'],0,0,Thomas Durchschlag
949925,,0,[],['China'],0,0,Yuan Jie
949929,tt14746494,0,[],['United States of America'],0,21,Cameron Kostopoulos
949934,,0,[],[],0,43,Jordan Hill
949946,,0,[],[],0,0,
949947,tt16607018,0,[],[],0,90,Silver Chung
949950,,0,[],['Denmark'],0,30,Anton Isbrand
949951,,0,[],['Mexico'],0,28,Bruno Varela
949955,,0,[],['Philippines'],0,6,Aki Red
949958,,0,['Etcetera Entertainment'],['India'],0,124,Chandra Thangaraj
949962,tt22393194,0,[],['Egypt'],0,115,Magdy Ahmed Aly
949970,tt18480036,0,[],[],0,5,Han
949971,tt18747650,0,[],[],0,6,Han
949977,tt19045582,0,['Viva Films'],['Philippines'],0,110,Lawrence Fajardo
949980,tt19045536,0,['Viva Films'],['Philippines'],0,104,Joel Lamangan
949999,tt18377966,0,[],[],0,0,
950014,,0,[],[],0,60,Keren Moriano
950019,tt18766596,0,"['Hengye Movie', 'iQIYI Pictures']",['China'],0,0,Marc Ma
950023,,0,[],[],0,6,
950024,tt11883966,0,[],[],0,119,Kenton Oxley
950047,,0,"['TVM Digital Media', 'RAI Cinema']",['Italy'],0,0,Ciro Formisano
950049,,0,[],[],0,19,Michael Pilz
950051,,1,[],['Brazil'],0,108,Leo Falcão
950053,tt15732372,7800000,"['Bizibi', 'Versus Production', 'France 2 Cinéma']",['France'],0,101,Nicolas Pariser
950060,,0,[],['Australia'],0,88,
950082,tt21238288,0,"['Bhavana Studios', 'Fahadh Faasil and Friends Private Limited']",['India'],0,117,Sangeeth P. Rajan
950092,tt18952964,0,"['Loopfilm', 'BR', 'Česká televize', 'ORF', 'ARTE']","['Austria', 'Czech Republic', 'Germany']",0,53,Oliver Halmburger
950107,tt18774602,0,[],['Italy'],0,5,Mattia Bioli
950109,,0,[],[],0,18,Noah Brown
950115,tt21149984,0,['Flach Film Production'],['France'],0,94,Emmanuelle Dubergey
950120,tt19799900,1000,['Space Czech Films'],"['Czech Republic', 'United States of America']",0,73,Thomas Cam
950123,,0,[],['Japan'],0,156,
950126,,0,[],['Japan'],0,157,
950131,,0,[],['Japan'],0,11,
950186,tt15196410,0,[],['United States of America'],0,110,Kyle Saylors
950198,tt19315958,50000,[],['Italy'],0,94,Domiziano Cristopharo
950199,tt21148858,0,[],['Germany'],0,97,Lars Jessen
950200,,0,['Lieblingsfilm'],['Germany'],0,0,Sarah Winkenstette
950209,,0,"['Bulgarian National Film Center', 'TRIVIUM FILMS']",['Bulgaria'],0,76,Kostadin Bonev
950214,tt6122480,0,[],[],0,90,Marlo Hunter
950221,tt21917774,0,[],[],0,0,Anabela Becker
950225,tt18923318,0,"['Maple Island Films', 'Champlain Media', 'Reel One Entertainment']","['Canada', 'United States of America']",0,85,John Murlowski
950228,,0,[],['Germany'],0,0,Dagmar Seume
950231,tt11729684,0,[],[],0,0,Juan Manuel Repetto
950236,tt18938680,0,"['Maxima Pictures', 'Denny Siregar Productions']",['Indonesia'],0,110,Rudy Soedjarwo
950237,tt18225078,0,[],[],0,85,Robert Darwell
950238,tt20672924,0,[],[],0,102,Pat McGee
950243,,0,[],['China'],0,0,Zhang Taiwei
950255,,0,[],[],0,6,Intouch Suntichaikul
950261,,0,[],[],0,8,Jodie Mack
950263,tt10233388,0,"['Planet Marathi', 'Moh Maya Films']",['India'],0,0,Sachin Kundalkar
950265,tt13474334,0,['Silver Rose Productions'],['United Kingdom'],0,19,Ellie Heydon
950284,tt19886242,0,['Mammootty Kampany'],['India'],0,150,Nissam Basheer
950291,tt15979440,0,['Rabab Music Productions'],['India'],0,101,Simerjit Singh
950307,tt20238530,0,['Borgerhoff & Lamberigts'],['Belgium'],0,89,"Leander Hanssen, Jr."
950336,tt14121974,0,[],[],0,12,Laurence Gagné-Frégeau
950346,,0,[],[],0,0,
950360,tt10536638,0,[],['Germany'],0,0,Timo Jacobs
950385,,0,"['Croma Music Series', 'VMPG Volvet Music']",['India'],0,0,Mrigendra Bharti
950386,,0,[],[],0,13,
950394,tt17413020,0,"['Good Productions', 'Universal Pictures Content Group']",['United Kingdom'],0,113,Matthew Dyas
950412,tt17347108,0,[],[],0,118,Daniel Félix
950415,,0,[],[],0,56,Carson Tucker
950419,,0,[],['Philippines'],0,9,Demie Dangla
950421,,0,[],['Philippines'],0,7,Jean Claire Dy
950432,tt12760718,0,"['Film Daedalus', 'Moviheart']",['Italy'],0,65,Alessandro Colizzi
950433,tt18278396,0,"['BetRed Stories', 'Nite Shift']",['United States of America'],0,10,Beck Kitsis
950445,tt18555320,0,['Little Monster Films'],['United States of America'],0,128,Elizabeth Chai Vasarhelyi
950453,tt11864074,0,"['Ziegler Film', 'Tobis Film', 'Babelsberg Film', 'Gretchenfilm', 'RBB', 'ARD Degeto', 'WDR', 'ARTE', 'ARTE', 'MDR']",['Germany'],0,101,Aelrun Goette
950475,tt19397580,0,['Disneynature'],"['France', 'United States of America']",0,83,Alastair Fothergill
950492,,0,[],[],0,7,Carlos Velandia
950497,tt18360026,0,[],[],0,87,
950499,tt26443044,0,[],['United States of America'],0,79,Jordan Wippell
950500,,0,['Danger Rat Productions'],[],0,4,Emily Wright
950504,,0,[],[],0,0,
950511,tt18750180,0,[],['Colombia'],0,102,Jorge Durán
950518,,0,[],[],0,0,
950526,tt14694192,0,[],['Brazil'],0,104,Andre Sigwalt
950532,,0,['Sonuma - Les Archives Audiovisuelles'],['Belgium'],0,0,Serge Leroy
950542,tt9557296,0,[],[],0,0,Faran Moradi
950558,,0,"['Croma Music Series', 'VMPG Volvet Music', 'Croma Music Series India ENU Studio North']",['India'],0,0,Mrigendra Bharti
950560,,0,[],[],0,74,Rachel Mills
950563,,0,[],[],0,26,
950565,tt21097018,0,[],['Japan'],0,118,Toichiro Ruto
950569,tt22055288,0,[],['Ireland'],0,98,Gavin FitzGerald
950570,tt14586282,2000,['Filindeu Films'],['Australia'],0,0,Sarah Legg
950571,tt18764992,0,"['Nine Vine', 'Pennebaker Hegedus Films', 'Side Yard Studios']",['United States of America'],0,102,Lindsay Keys
950573,tt19369774,0,"['Coevos Filmes', 'Globo Filmes', 'GloboNews', 'Canal Brasil']",['Brazil'],0,86,José Joffily
950574,tt15070718,0,[],['Canada'],0,70,Barry Avrich
950607,tt7749282,0,['Rogue Frame Films'],['Ireland'],0,125,Gerard Lough
950608,,0,[],[],0,9,Helene Moltke-Leth
950618,tt18689284,0,"['Maple Island Films', 'Reel One Entertainment']","['Canada', 'United States of America']",0,84,John Murlowski
