ID,IMDB_ID,Budget,Production Companies,Production Countries,Revenue,Runtime,Director
1013397,,0,['Asha Art Group'],['Iran'],0,14,Ali Sabokbar
1013403,,0,['Next Up Comedy'],[],0,60,
1013405,tt26537559,0,[],[],0,65,
1013410,,0,[],[],0,0,
1013418,tt11681890,0,['Louise Productions'],['Switzerland'],0,0,Dominique de Rivaz
1013419,tt14972178,0,['Comedy Dynamics'],['United States of America'],0,57,Brian Volk-Weiss
1013429,,0,[],[],0,66,Felicia Rivers
1013438,,0,"['BBC Scotland', 'Oxford Film and Television']",['United Kingdom'],0,88,Eric Haynes
1013439,,0,['Jura-Films'],['Switzerland'],0,0,Mathias Wälti
1013441,tt21431084,0,[],['United States of America'],0,48,Ben Avery
1013470,,500,['Índios'],['Brazil'],0,24,Leo Sbabo Guerra
1013472,,0,[],[],0,8,
1013479,tt19895840,0,[],[],0,11,Daniel Rands
1013484,tt17460440,0,[],[],0,30,Alan Berry
1013486,,0,[],[],0,10,Sam Spruell
1013495,,340,['Escuela de cine del Uruguay'],['Uruguay'],0,21,J. Recuero
1013496,tt17274022,0,[],[],0,16,Charlie Edwards-Moss
1013499,,0,[],[],0,13,Tiagx Vélez
1013507,,0,['Diaviva'],['Italy'],0,0,Francesco Bolognesi
1013508,tt19895858,0,[],[],0,13,John Fitzpatrick
1013516,,0,[],['China'],0,2,Nathan Zhe
1013524,tt24787758,0,[],['Finland'],0,22,Anu Pennanen
1013550,,0,[],[],0,4,Marco Cárdenas
1013553,,0,"[""Yasleenaa's House""]",['India'],0,66,Sharmistha Mitra Chakraborty
1013569,tt21816560,0,[],['United States of America'],0,75,James Ivory
1013570,,0,[],['Norway'],0,32,Jannicke Systad Jacobsen
1013574,tt12667838,0,"['Sikelia Productions', 'Imagine Documentaries', 'Showtime Documentary Films']",['United States of America'],0,127,Martin Scorsese
1013576,tt21295380,1450,['Sandip Sharma Films'],['India'],0,20,Sandip Sharma
1013577,tt21816824,0,"['Library Films', 'Team Downey']",['United States of America'],0,90,Chris Smith
1013589,tt21818964,0,"['Fractured Visions', 'Second Sight Films']",['United Kingdom'],0,83,Phillip Escott
1013597,tt15554794,0,['Santosh Entertainment Studio'],['India'],0,137,Smeep Kang
1013599,tt21818188,0,['Paper Street Pictures'],['United States of America'],0,88,Noah Segan
1013600,,0,"['Folketshusföreningarnas Riksorganisation', 'Hatten Förlag']",['Sweden'],0,40,Anneli Tisell
1013602,tt21996838,0,['Firefly Films'],['New Zealand'],0,96,David Farrier
1013606,tt13479258,0,"['Savage Film', 'PRPL', 'Natura Films']","['Belgium', 'Netherlands']",0,93,Joost van Ginkel
1013609,tt21746178,0,['BBC Studios'],['United Kingdom'],0,94,Dan Krauss
1013615,tt21420596,0,['Villagers Film Studio'],['India'],0,138,Amberdeep Singh
1013622,tt21816340,0,"['Kamianets-Podilskyi Film Office', 'Energ1x Production']",['Ukraine'],0,17,Andrii Zaiets
1013635,,0,['Asymmtry collective'],['Germany'],0,22,Jonas Erler
1013645,tt19064484,0,[],[],0,14,Cameron Holly Dexter
1013647,tt16762498,0,[],[],0,10,Liz Manashil
1013652,,0,[],[],0,120,
1013654,tt18379034,0,[],['United Kingdom'],0,9,Rosanna Lee
1013657,tt19865660,0,['Somesuch'],['United Kingdom'],0,8,Roxy Rezvany
1013658,,0,[],[],0,0,
1013659,,0,[],[],0,16,
1013660,,0,[],[],0,10,
1013661,,0,[],['Australia'],0,11,Chloe de Brito
1013662,,0,[],['Australia'],0,10,Viviana Petyarre
1013663,,0,[],['United States of America'],0,5,Tiffany Pang
1013665,tt25260658,0,[],['Vietnam'],0,0,Lê Bình Giang
1013668,,0,[],[],0,17,Hampton Boyer
1013669,tt18815714,0,['Cinéaste Studio'],[],0,159,Chandresh Bhatt
1013676,,0,[],['Uruguay'],0,60,Gabriela Guillermo
1013680,tt21419028,0,[],[],0,20,Orlando Mora Cabrera
1013681,,0,[],[],0,34,Yosef Benzion
1013683,tt20913764,0,['Blue Lion Entertainment Co.'],[],0,148,Akhil Kotak
1013698,,0,[],['China'],0,103,Xue Wenhua
1013708,,0,[],['France'],0,0,Arnaud Ducret
1013726,tt21600708,0,"['E4 Entertainments', 'Zee Studios']",['India'],0,127,Karuna Kumar
1013734,tt21819056,51000,['Den Norske Filmskolen'],[],0,30,Iain Forbes
1013742,tt20198148,0,[],[],0,0,
1013746,tt17508800,0,[],[],0,0,
1013757,,0,[],[],0,0,Maciej Stuhr
1013759,,0,[],[],0,0,Janusz Majewski
1013762,tt7286440,0,[],['United States of America'],0,93,Jean-Claude La Marre
1013769,,0,[],[],0,0,
1013770,,0,[],[],0,0,
1013771,,0,[],[],0,2,Dev
1013772,,10,[],[],0,4,Archith Ninan
1013776,tt21820452,0,"['Impact Partners', 'Rocklin / Faust', 'The Center for Investigative Reporting']",['United States of America'],0,104,Gabriela Cowperthwaite
1013780,,0,[],['South Korea'],0,144,
1013786,tt7995568,0,"['Firsthand Films', 'Cranked Up Films']",['United States of America'],0,72,Kymberly Harris
1013787,,0,[],['South Korea'],0,118,
1013791,tt13473922,0,[],"['Argentina', 'Chile', 'Mexico']",0,71,Sebastián Kohan Esquenazi
1013793,,0,['Niña Niño Films'],['Chile'],0,66,Nicolás Guzmán
1013798,,0,[],[],0,0,Michel Meignant
1013804,tt22080548,0,"['CSC Films S.L.', 'Extrapictures S.L.']",['Spain'],0,12,Bea de Silva
1013806,tt15677268,0,['Il Ponte Film Group'],['United States of America'],0,51,Zach Baliva
1013811,tt13029066,0,"['Acacias Films Productions', 'Dunk Films']",['France'],0,20,Christophe Switzer
1013812,,0,[],['United States of America'],0,4,Aaron Dunbar
1013824,tt17507586,0,['Eight East Productions'],[],0,120,Paul Goodman
1013825,,0,[],[],0,0,
1013826,,0,[],[],0,0,
1013828,,0,[],[],0,0,
1013842,tt21342096,0,[],['United States of America'],0,74,Shannon Hartman
1013860,tt21094994,0,['Universal 1440 Entertainment'],['United States of America'],0,102,Paul Leyden
1013868,,0,['Animal Tank'],"['Belgium', 'France']",0,20,Nelson Polfliet
1013875,tt15129458,0,"['Kentridge Studios', 'Louverture Films', 'Cinephil']","['South Africa', 'United States of America']",0,110,William Kentridge
1013901,tt21984858,0,['EP-PIC Films & Creative'],['United Kingdom'],0,353,Joel Gallen
1013903,tt8698522,0,[],[],0,0,
1013907,,0,[],['Chile'],0,10,Martín Baus
1013910,tt11350068,0,"['Evdon Productions (CA)', 'Filmcoop']",['Canada'],0,89,Donald Shebib
1013916,,0,['Arapy Produções'],['Brazil'],0,0,Paulo Markun
1013921,,0,[],[],0,4,Olivia Peace
1013923,,0,[],[],0,75,Jessica Gardner
1013926,,0,['CGTN'],['China'],0,60,Xiao Xiaowai
1013932,,0,[],[],0,13,Hope Wager
1013934,,0,[],[],0,2,Alexander  Grey
1013935,tt16120384,0,"['The Documentary and Experimental Film Center (DEFC)', 'مرکز گسترش سینمای مستند و تجربی']",['Iran'],0,106,Sepideh Mir Hosseini
1013944,tt21650572,193,[],[],0,24,Connor McCann
1013965,tt21216440,0,"['WGBH Boston', 'Frontline', 'Quicksilver Media', 'ITV']","['United Kingdom', 'United States of America']",0,55,Karim Shah
1013971,,0,[],['Iran'],0,78,Mohamad Reza Rahmani
1013982,tt13800590,0,['Tiberius Film'],['United States of America'],0,75,Alexander T. Hwang
1013983,tt5135892,0,[],[],0,0,
1013984,tt18363378,11000,[],[],0,29,Kalani Gacon
1013988,tt18075924,0,['Studija 2'],[],0,78,Agnė Marcinkevičiūtė
1014003,,0,[],['China'],0,75,Yan Guangxing
1014010,,0,[],[],0,9,Brandon Soun
1014012,,0,[],[],0,0,"Rafael Diniz ""Fiel"""
1014016,,0,[],[],0,0,Humberto Giancristófaro
1014017,,0,[],['Brazil'],0,0,Rafael Rogante
1014018,,0,[],[],0,0,Georgina Castro
1014019,,0,[],[],0,0,Thiago Briglia
1014020,,0,[],[],0,0,João Gabriel Kowalski
1014024,tt15209382,0,['Wickensburg Film Studios'],['Canada'],0,92,Richard Boddington
1014026,,0,[],[],0,20,Paulo Grangeiro
1014027,,0,[],[],0,14,Alex Sernambi
1014031,,0,[],[],0,0,Danny Barbosa
1014032,,0,[],[],0,0,Patrí­cia Figueiredo
1014033,,0,['Labuta Filmes'],[],0,0,Rahessa Vitório
1014034,,0,[],[],0,0,José Roberto Torero
1014035,,0,[],[],0,0,Renata Paschoal
1014037,,0,[],[],0,0,Letí­cia Reis
1014038,tt21821260,0,"['MarVista Entertainment', 'Reflecting Pool Productions']",['United States of America'],0,89,Emily Moss Wilson
1014039,,0,[],['Brazil'],0,15,Guilherme Xavier Ribeiro
1014053,tt21213014,0,[],[],0,0,
1014058,tt23787252,0,['Sky Arts'],[],0,90,Randall Wright
1014066,tt21622270,50,['Half Moon Entertainment'],['Kenya'],500,11,Allan Bosire
1014089,,0,"['Canal + Antilles', 'Canal+']",['French Guiana'],0,0,
1014094,,0,['Quiet On Set'],['Bangladesh'],0,36,Abu Hayat Mahmud
1014097,,960,['Screen and Film School'],['United Kingdom'],0,11,Gwen Rathbone
1014099,tt21228304,0,['Jupiter Entertainment'],['United States of America'],0,84,Erich Sturm
1014113,,0,['Otan Film'],['Kazakhstan'],0,0,
1014115,tt14234652,0,[],['United States of America'],0,89,Mahyad Tousi
1014126,,0,['Del Toro Films'],['Argentina'],0,77,Néstor Sánchez Sotelo
1014133,,0,['HV Producciones'],['Argentina'],0,62,Laura Linares
1014141,,0,['Migmar Productions'],[],0,18,Kunsang Kyirong
1014155,,0,"['Film Studio Devini', 'Forte Production']",['Latvia'],0,80,Ināra Kolmane
1014159,,100,"['NECRONOMIC STUDIOS', 'AP PRODUCTION', 'PINAG Producciones']",['Mexico'],0,8,Luis Uriel Baca
1014179,,0,[],[],0,75,
1014181,,0,"['HESTIA Media Prod', 'Synoptico']",['France'],0,12,Eva Benichou
1014205,,50,['Anhedenia Films'],['United States of America'],0,56,Evan Jacobs
1014213,,0,"['BBC Scotland', 'Lion Television']",['United Kingdom'],0,58,Jennifer Scammell
1014215,,0,[],['United States of America'],0,0,
1014221,,0,[],['Mexico'],0,0,Edgar Olvera
1014224,,0,[],['Mexico'],0,0,Felipe Castañeda
1014226,,0,[],['Mexico'],0,0,Vicente Garibay Lijanova
1014234,,0,"['Onibi Colectivo', 'Forajido Audiovisual']",['Mexico'],0,1,Alejandro Cervantes Orozco
1014236,,0,[],['Italy'],0,5,Paolo Gaudio
1014237,tt21832858,3600,['Boneshack Animation'],[],0,7,Kel Sneddon
1014239,,0,[],['El Salvador'],0,3,Arturo López Rodas
1014253,,10000,"['Ladaia', 'Alento']",['Brazil'],0,20,Rodrigo Lavorato
1014259,,0,[],"['Germany', 'Cuba']",0,0,Kurt Hartel
1014263,tt21332552,0,[],"['United Kingdom', 'United States of America']",0,70,Josh Appignanesi
1014276,tt21153552,0,[],['Argentina'],0,16,Luca Castello
1014279,,0,[],[],0,7,Joshua Gen Solondz
1014304,,0,[],['China'],0,78,Mak Ching-Lok
1014307,,0,[],['India'],0,154,Rudranil Chaudhuri
1014320,,0,['Human Pincushion Productions'],[],0,18,Sam Kassover
1014343,,0,[],[],0,0,Rogério Borges
1014350,,0,[],[],0,0,Evaldo Mocarzel
1014351,,0,[],[],0,0,Rafael Clemente Soares da Silva
1014358,,10,"[""What's Up Dog Productions""]",['United States of America'],50,72,blairens
1014361,tt21347844,0,[],[],0,0,Akin-Tijani Balogun
1014364,tt21427322,0,[],[],0,0,Ade Jerry
1014365,,0,[],[],0,135,
1014375,tt18270698,0,[],['United States of America'],0,10,Brian Savage
1014377,,0,['0221 Média'],[],0,0,
1014381,,0,['0221 Média'],[],0,0,
1014386,tt21848358,0,"['AAZ Films', 'Offside Entertainment']",['India'],0,116,Ali Abbas Zafar
1014392,,0,[],[],0,79,Hung-en Su
1014398,,0,[],[],0,4,Carmine Lo Regio
1014400,tt10431512,0,['Eurasia Film Production'],['Kazakhstan'],0,117,Dito Tsintsadze
1014412,,0,[],[],0,86,Don Coutts
1014415,,0,[],['Japan'],0,117,Yôji Igawa
1014416,,0,[],['United Kingdom'],0,88,Andy Mackinnon
1014417,,0,[],[],0,0,
1014419,,0,[],[],0,0,
1014420,,0,[],[],0,0,
1014421,tt21803868,4000,[],[],0,18,Bailey T. Mitchell
1014422,tt16898838,0,"['Hawes Entertainment', 'The Darkest Machines']",['United States of America'],0,80,Rene Perez
1014425,,0,['BrutX'],[],0,70,Yohan Malka
1014427,,0,['SBF Entertainment'],['India'],0,0,Samir Das Bairagya
1014434,,0,[],[],0,0,
1014442,,0,['FionnOrrProductions'],[],0,5,Fionn Orr
1014444,tt21823964,0,['JAM Media'],"['Ireland', 'United Kingdom']",0,7,Scott Newton
1014453,tt19851450,0,"['Anand Pandit Motion Pictures', 'Jannock Films']",['India'],0,137,Jay Bodas
1014458,,0,[],[],0,90,Borja Alcade Rubio
1014460,tt22689070,0,['Rabbit Hole'],['France'],0,22,Mathieu Morel
1014463,,0,[],[],0,104,
1014469,tt17889296,0,[],['United Kingdom'],0,21,Paul Sng
1014470,,0,[],[],0,0,
1014477,,0,[],[],0,0,Manuel Nector Yáñez
1014480,tt21195314,0,['La Produktiva Films'],['Spain'],0,89,Nando Caballero
1014484,tt20518296,0,[],['Turkey'],0,20,Kasım Ördek
1014497,tt18483962,0,[],[],0,16,Leyla Josephine Coll-O'Reilly
1014501,tt9557068,0,['Higher Universe Pictures'],[],0,80,Brandon Rhiness
1014506,,0,[],[],0,11,Nuria Rubió
1014524,,0,[],[],0,0,Juan Facuri
1014525,,0,[],[],0,82,Josh Philips
1014528,,500,"['Anecdotal Pictures', 'Trice Media LLC']",['United States of America'],0,70,Trice High
1014529,,0,[],['Mexico'],0,19,Gaby Hernández
1014530,tt21836576,0,['Firelily'],['United States of America'],0,57,Elissa Down
1014539,,2000,['Anecdotal Pictures'],['United States of America'],0,7,Marshall Little
1014553,,0,[],[],0,0,Rudolf Klingohr
1014559,tt21352204,0,"['WWE Studios', 'A&E Television Networks']",[],0,75,Brian Murphy
1014562,,0,"['The Metropolitan Opera', 'The WNET Group', 'Lincoln Center for the Performing Arts']",['United States of America'],0,141,Gary Halvorson
1014563,tt21624640,0,[],[],0,80,Tadas Vidmantas
1014565,tt14272430,0,['SPAM Pictures'],['United States of America'],0,110,Sean Perry
1014566,tt21833464,0,"['Ryder Picture Company', 'Lyrical Media', 'Toula67 Entertainment', 'Silent R Management']",['United States of America'],0,101,Miles Warren
1014573,tt16425352,0,[],[],0,91,Dom Campbell
1014574,tt17275932,2000000,"['Easton Films, LLC']",['United States of America'],0,67,Bill McAdams Jr.
1014578,tt19267798,0,[],[],0,5,Tom Bill
1014587,,0,[],['Japan'],0,114,KO Chanyu
1014592,,0,[],['Japan'],0,93,Ryuta Sugawara
1014593,tt21820006,0,['Mondiblanc Film Workshop'],['Indonesia'],0,5,Dito Prasetyo
1014601,,0,[],['Brazil'],0,0,Janderson Rodrigues
1014608,tt21839660,0,"['Universitat Pompeu Fabra', 'Verkami']",['Spain'],0,68,Pau Canivell
1014610,,0,[],[],0,5,Rohit Shetty
1014615,tt10440702,248000,['Brown Princess Productions'],['United States of America'],0,35,Laura Napier
1014617,,0,[],['Brazil'],0,12,Esdras Nass Dürks
1014619,,0,[],[],0,0,Rubén Sánchez
1014630,,0,[],[],0,25,Go-Eun Im
1014631,,2000,['Doppel Producciones'],['Argentina'],0,17,Dimas Saguier
1014640,tt22656834,0,['Bandai Namco Filmworks'],['Japan'],0,113,Shunichi Nagasaki
1014642,tt21633562,0,['Wavemedia'],['Mexico'],0,0,Humberto Abiel Garza
1014644,tt23647266,0,"['Rabbit House', '(not) HEROINE movies']",['Japan'],0,104,Shinya Tamada
1014647,,0,['Scrawls on Cinema'],[],0,7,Mollie Schilling
1014649,tt21315776,0,[],[],0,9,Andrew Stadler
1014665,,0,['Trinity Broadcasting Network'],[],0,51,
1014666,,0,[],[],0,12,Benett Holgerson
1014667,tt16142010,0,"['Echopark Studios', 'Flex Colectivo', 'Stadtbrueder Film']","['Germany', 'Switzerland']",0,8,Kim Culetto
1014671,,0,[],['Austria'],0,5,Flavia Mazzanti
1014675,,0,[],['Croatia'],0,23,Jasna Safić
1014681,,0,[],['Spain'],0,7,Pablo Bautista
1014684,,0,['Holy Sheet Productions'],['United States of America'],0,0,Mike Ghoul
1014691,,0,['PopMotion Pictures'],['United States of America'],0,0,Taylor Morden
1014693,,0,[],[],0,12,Pat Shafer
1014694,tt21621034,0,['Helium Comedy Studios'],['United States of America'],0,48,Jimmy Chairman
1014696,tt21953670,0,['Helium Comedy Studios'],[],0,68,
1014707,tt21842426,60,[],['United States of America'],0,2,Clarence M. Chiong
1014726,,0,[],['China'],0,87,Fugui
1014729,tt13618756,0,[],[],0,0,Chandrakant Kanse
1014740,tt21377746,0,[],[],0,0,
1014761,tt13205446,0,[],[],0,0,
1014767,,0,[],['Japan'],0,0,
1014779,tt21836538,0,['Hi-Pitch Productions'],"['Spain', 'United Kingdom']",0,105,David Tryhorn
1014793,,0,['『ヒプノシスマイク -Division Rap Battle-』 Rule the Stage製作委員会'],[],0,138,Go Ueki
1014806,,0,[],['Macedonia'],0,20,Ognen Šapkovski
1014817,,0,['Witfilm'],[],0,55,Ingeborg Jansen
1014840,tt21442932,0,['Viva Films'],['Philippines'],0,104,Bobby Bonifacio
1014843,tt22016986,0,['Viva Films'],['Philippines'],0,106,Dennis Marasigan
1014850,,0,[],[],0,6,maxkush
1014869,,0,['Magamaev'],[],0,3,
1014870,tt19816018,0,['Payam Films'],['Canada'],0,98,Babak Payami
1014874,tt15481464,0,['White Pine Pictures'],['Canada'],0,90,Madison Thomas
1014877,,0,[],[],0,0,
1014884,tt21945344,0,"['Propagate Content', 'HiddenLight Productions', 'Moondogs']","['United Kingdom', 'United States of America']",0,93,Marcel Mettelsiefen
1014890,tt14447458,0,"['Imagine Documentaries', 'Polygram Entertainment']",['United States of America'],0,104,Sacha Jenkins
1014925,,0,[],['United Kingdom'],0,7,Louis Sheldon
1014928,,0,[],['Brazil'],0,11,Pedro Fraga Villaça
1014935,,1500,[],[],0,0,DH Zalán
1014944,,0,[],['Singapore'],0,20,Kyaw Shoon Le Yee
1014946,,0,[],['Singapore'],0,15,Shelby Kho
1014949,,0,[],['Singapore'],0,20,Sunder Nagayah
1014956,,0,[],['Singapore'],0,16,Trevor Poh
1014963,tt14881696,0,['Malone Pictures'],[],0,117,Justin Malone
1014967,,0,['Ere Production'],['France'],0,52,Otomo de Manuel
1014969,,0,[],['Singapore'],0,13,Sherelle
1014971,,0,[],['Singapore'],0,22,Renee Ng
1014976,,0,[],['Singapore'],0,13,Ridhwan Ismail
1014982,,0,[],['Singapore'],0,18,Yen Ee Choo
1014985,,0,[],['Singapore'],0,20,Mayle Kor
1014996,tt21847078,120,[],['United States of America'],0,7,Jeremiah Rosario
1015046,tt21448726,0,[],['United States of America'],0,100,Nick Randall
1015063,tt21826838,0,[],[],0,105,Zach Olivares
1015079,tt22205036,0,"['Apparat', ""D'Ayu Pictures"", 'Skop Productions Sdn. Bhd.']",['Malaysia'],0,102,Dain Said
1015080,tt22085392,0,[],[],0,105,Eduardo Sánchez
1015081,tt21815772,0,['Vanishing Angle'],['United States of America'],0,94,Mercedes Bryce Morgan
1015083,,0,[],[],0,70,
1015119,,0,['Mono Film'],[],0,0,เสรีย์ หล้าชนบท
1015121,,0,['Showtime/The Movie Channel'],['United States of America'],0,0,
1015135,,0,"['Aenigma Pictures', 'Mondiblanc Film Workshop']",['Indonesia'],0,0,Putri Ayudya
1015136,,0,"['Aenigma Pictures', 'Mondiblanc Film Workshop']",['Indonesia'],0,0,Putri Ayudya
1015139,,0,"['Aenigma Pictures', 'Mondiblanc Film Workshop']",['Indonesia'],0,0,Julfikar Maha Putra
1015143,,0,[],['United States of America'],0,0,
1015164,,0,"['Locally Grown Films', 'Demetrius Films']",['Germany'],0,34,Julian Thösen
1015169,tt21821322,0,"['MarVista Entertainment', 'Neshama Entertainment', '1Department Entertainment Services']","['Canada', 'United States of America']",0,87,Pat Mills
1015172,tt12194000,0,"['CBS Studios', 'MTV Entertainment Studios', 'Propagate Content']",['United States of America'],0,86,Paul Lieberstein
1015179,tt21853408,0,[],['Egypt'],0,7,Claudine Geurges
1015185,,0,[],['Russia'],0,80,Chimit Zhamyanov
1015186,,0,['Pandit Lakhmi Chand State University of Performing and Visual Arts'],['India'],0,10,Vaishnavi Shrivastava
1015188,,0,['Pandit Lakhmi Chand State University of Performing and Visual Arts'],['India'],0,10,Sachin Pilaniya
1015190,tt21821424,0,"['MarVista Entertainment', 'Vroom Productions', 'Neshama Entertainment']","['Canada', 'United States of America']",0,85,Pat Kiely
1015194,tt21821886,0,"['MarVista Entertainment', 'Neshama Entertainment', '1Department Entertainment Services']","['Canada', 'United States of America']",0,0,Stacey N. Harding
1015195,,0,[],[],0,20,Alex MacKenzie
1015211,,0,[],[],0,40,Lindsay McIntyre
1015232,,0,[],[],0,0,Łukasz Czajka
1015238,,0,[],[],0,54,Christopher Wilkinson
1015243,tt22642518,0,['KION'],['Russia'],0,111,Eduard Bordukov
1015250,,0,['Makkos-Filmi'],['Finland'],0,0,Onni Makkonen
1015254,tt13826760,0,[],[],0,88,Richard Rowntree
1015256,,0,['HESTIA Media Prod'],['France'],0,0,Pedro Sodré
1015258,,0,"['HESTIA Media Prod', 'Synoptico']",['France'],0,0,Laura Fréalle Tumminello
1015263,,0,[],['Russia'],0,122,Anastasiya Vasilyeva
1015270,,0,['HESTIA Media Prod'],['France'],0,9,Marthe Perret
1015271,,0,[],['Philippines'],0,0,Joseph Dominic Cruz
1015272,,0,"['HESTIA Media Prod', 'Synoptico']",['France'],0,0,Jamal Ouazzani
1015276,,0,"['HESTIA Media Prod', 'Synoptico']",['France'],0,0,Nastassja Krassoulia-Vronsky
1015277,tt21840890,0,[],['Ukraine'],0,11,Bogdan Zheliezniak
1015281,tt15825384,0,[],[],0,0,
1015285,,0,[],[],0,9,James Tait
1015286,,0,[],[],0,0,Alejandro Saderman
1015288,tt17902724,0,[],[],0,12,Shiva Raichandani
1015293,tt12547798,0,[],['Argentina'],0,74,Guadalupe Yepes
1015304,,0,['France Télévisions'],['France'],0,0,Tom Cariou
1015306,,0,[],[],0,0,Larissa Fernandes
1015307,,0,['B&T Audiovisual'],['Brazil'],0,0,Márcio Bigly
1015308,,0,['Apiário Estúdio Criativo'],['Brazil'],0,0,André Anastácio
1015310,,0,[],[],0,0,Gabriel Martins
1015316,,0,[],[],0,0,Gaëtan Vassart
1015318,,0,[],['France'],0,23,Roblin Hugo
1015322,,0,[],['Cuba'],0,0,Greth Castillo
1015325,tt21844530,0,['PorteFilm'],['Turkey'],0,129,Selçuk Metin
1015333,tt21712752,0,"['Viva Films', 'Mesh Labs']",['Philippines'],0,68,Paul Alexei Basinillo
1015336,,0,[],['Taiwan'],0,20,Kao To
1015339,,0,[],[],0,17,Chen Kuan Chun
1015343,,0,[],[],0,0,Seol Min-ah
1015349,tt17164540,0,['11:11 Films'],[],0,0,
1015353,,0,['Escuela de cine del Uruguay'],['Uruguay'],0,28,Federico Sánchez
1015357,,0,"['Morgane Production', 'Play Two']",['France'],0,0,Julien Faustino
1015361,,0,['SUNRISE'],['Japan'],0,119,Hiroshi Koujina
1015363,,0,[],['Germany'],0,53,Cordula Kablitz-Post
1015367,,0,[],[],0,10,Emma Jesse
1015370,tt18253400,0,[],['Belgium'],0,13,Jonas Govaerts
1015378,,0,[],['United States of America'],0,11,Paul Tartaglia
1015380,tt21329130,0,[],['United States of America'],0,10,Theo Cohn
1015382,tt21837618,0,['Westborn Films'],[],0,0,Tom Westborn
1015387,tt21012530,0,[],['Germany'],0,7,Hagar Faibish
1015397,,0,[],['France'],0,16,Jonathan Pêpe
1015398,,0,[],['France'],0,6,Patrick Bokanowski
1015404,,0,['Latvijas Kultūras akadēmija'],['Latvia'],0,30,Emīls Mihailovs
1015409,tt21852370,0,[],['United States of America'],0,10,Joe Sill
1015414,tt21115032,0,[],[],0,118,Craig Bettendorf
1015415,,0,['NOTO Films'],['Chile'],0,15,Edison Cájas
1015416,,0,[],[],0,5,Samuel Rose
1015429,tt21608456,0,[],[],0,11,Andy Aguila
1015432,tt14215036,0,['Vertical Entertainment'],[],0,78,Marla Sokoloff
1015436,,0,[],[],0,40,Angela Harvey
1015439,tt18559900,0,[],[],0,24,Paige Murphy
1015440,tt21110240,0,[],[],0,13,Claire Mathiot
1015443,tt20123002,0,[],[],0,8,Jay Beckett
1015445,,0,[],[],0,10,Samantha Luque
1015448,tt17497912,0,[],[],0,7,Matthew James Alexander
1015449,tt17194974,0,[],[],0,90,Ricky Burchell
1015451,,0,[],[],0,17,Joyce Callo
1015453,tt14966316,0,[],[],0,8,Florian Halbedl
1015455,tt15191356,0,[],[],0,8,Matthew James Alexander
1015462,tt21813122,0,[],['Portugal'],0,17,Rita Barbosa
1015478,,0,[],[],0,0,
1015479,tt11492862,0,['Pune Talkies Pvt. Ltd.'],['India'],0,130,Saleel Kulkarni
1015484,,0,"['Malheiros Filmes', 'FINE TV', 'Mei do Mundo']",['Brazil'],0,0,Sergio Malheiros
1015505,,0,[],[],0,3,Noah Brown
1015529,,100,[],[],0,7,Iman Rezaei
1015547,,0,[],[],0,12,Sondre Masvie
1015562,tt21856106,0,[],['Japan'],0,104,Maya Ayabe
1015568,tt11449054,0,[],[],0,0,Artur W. Baron
1015572,tt21339162,0,['Lisa Film'],['Austria'],0,47,Karl-Martin Pold
1015573,tt21832824,0,[],[],0,1,Guy Shilo
1015576,tt20563504,0,['Shochiku'],['Japan'],0,112,Kenji Nakanishi
1015581,tt21287382,0,['United K Productions'],['India'],0,112,Sridhar Seepana
1015589,,25,[],['United Kingdom'],0,12,Jake Kuhn
1015595,tt21862424,0,['Marvel Studios'],['United States of America'],0,55,Brad Baruh
1015602,tt21983602,0,"['Gracie Films', '20th Television', '20th Television Animation']",['United States of America'],0,4,David Silverman
1015606,tt21860836,0,"['Lucasfilm Ltd.', 'Supper Club']",['United States of America'],0,60,David Gelb
1015611,tt8147518,0,"['Downtown Filmes', 'Globo Filmes', 'Telecine', 'Paris Entretenimento', 'Melodrama Produções', 'Agência Nacional do Cinema - ANCINE', 'Fundo Setorial do Audiovisual', 'Banco Regional de Desenvolvimento do Extremo Sul']",['Brazil'],0,0,Pedro Antônio Paes
1015627,,0,"['BFI NETWORK', 'Dam Films Productions', 'Flying Colour Film Production Co Ltd']",['United Kingdom'],0,15,Maxine Peake
1015628,tt21969218,0,[],[],0,9,Elijah Allan-Blitz
1015632,,0,[],[],0,0,Kevin Proctor
1015638,,0,[],[],0,2,Jeannie Sui Wonders
1015651,tt22297570,0,['Dreams N Beyond'],[],0,120,Ranjith Sankar
1015655,,0,[],[],0,0,
1015662,,0,[],['South Korea'],0,246,
1015663,,0,[],[],0,0,Emilio Sagi
1015671,,0,[],[],0,0,Amy Lane
1015672,,0,[],[],0,29,Stefan Berg
1015677,,0,[],['Philippines'],0,2,Jade Dandan Evangelista
1015679,,0,[],['Philippines'],0,2,Jade Dandan Evangelista
1015682,,0,[],['Philippines'],0,7,Julius Renzo P. Pagtalunan
1015685,,0,[],[],0,29,Karin Gyllenklev
1015694,tt16230718,0,[],[],0,15,Oliver Rogers
1015697,tt15907398,0,['B22 Films'],['United States of America'],0,0,Brett Bentman
1015707,tt19811574,0,['Sanzonfilm'],[],0,0,Tamás Tóth
1015716,,0,['Double Vision'],['United Kingdom'],0,4,Jordan Martin
1015724,tt21919270,0,"['Warner Bros. Animation', 'Hanna-Barbera Productions']",['United States of America'],0,78,Audie Harrison
1015733,tt21622742,0,['OUP Documentary'],['Ukraine'],0,92,Maksym Lytvynov
